username,created_at,content_length,reblogs,favorites,hour,engagement
the_news_lens,2025-11-13 12:26:45.925000+00:00,292,0,0,12,0
guardaminfaccia,2025-11-13 12:26:43+00:00,205,2,0,12,2
government_digital_bot,2025-11-13 12:26:44+00:00,230,0,0,12,0
megaFIKUS,2025-11-13 12:26:44+00:00,33,0,0,12,0
FlipboardUK,2025-11-13 09:23:51+00:00,279,1,0,9,1
shalf,2025-11-13 12:26:43+00:00,509,2,0,12,2
roadfmsong,2025-11-13 12:26:43+00:00,129,0,0,12,0
logocreations01,2025-11-13 12:11:30+00:00,69,0,0,12,0
evgrieve.com,2025-11-13 12:26:41+00:00,402,0,0,12,0
evgrieve.com,2025-11-13 12:26:41+00:00,381,0,0,12,0
evgrieve.com,2025-11-13 12:26:41+00:00,380,0,0,12,0
www.thestar.co.uk,2025-11-13 12:26:41+00:00,228,0,0,12,0
taggu,2025-11-13 12:26:43.132000+00:00,26,0,0,12,0
www.thestar.co.uk,2025-11-13 12:26:41+00:00,317,0,0,12,0
www.thestar.co.uk,2025-11-13 12:26:41+00:00,328,0,0,12,0
www.thestar.co.uk,2025-11-13 12:26:41+00:00,361,0,0,12,0
www.thestar.co.uk,2025-11-13 12:26:41+00:00,189,0,0,12,0
www.thestar.co.uk,2025-11-13 12:26:41+00:00,326,0,0,12,0
